"","NGenes","Direction","PValue","FDR"
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION",14,"Up",0.288368366677921,0.597232535494966
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",154,"Down",0.288538696479588,0.597232535494966
"REACTOME_SIGNAL_ATTENUATION",9,"Up",0.289181505493153,0.597232535494966
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION",29,"Down",0.289476364961209,0.597232535494966
"REACTOME_RND3_GTPASE_CYCLE",41,"Up",0.289922320434928,0.597232535494966
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS",11,"Down",0.290134802992476,0.597232535494966
"REACTOME_P2Y_RECEPTORS",11,"Up",0.290691325079434,0.597232535494966
"REACTOME_PYRUVATE_METABOLISM",24,"Down",0.291057433755802,0.597232535494966
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP",39,"Down",0.291242733028225,0.597232535494966
"REACTOME_PI_3K_CASCADE_FGFR4",20,"Up",0.291948365484611,0.597232535494966
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",45,"Up",0.29207288339445,0.597232535494966
"REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN",34,"Up",0.293409971209906,0.59874717702184
"REACTOME_RHOBTB3_ATPASE_CYCLE",10,"Down",0.294573334232128,0.599901881478816
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",25,"Up",0.299412948039059,0.608523481439707
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",8,"Down",0.300214472250007,0.60891985886668
"REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES",6,"Down",0.301008107136184,0.609185479801533
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS",36,"Up",0.301562203520122,0.609185479801533
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",20,"Down",0.302455322695295,0.609185479801533
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",73,"Up",0.302772464562714,0.609185479801533
"REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM",8,"Up",0.303641878451181,0.609712891929971
"REACTOME_GAB1_SIGNALOSOME",17,"Up",0.307707955883138,0.613351839810726
"REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION",8,"Up",0.308433659137382,0.613351839810726
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",401,"Up",0.309192420033089,0.613351839810726
"REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES",36,"Up",0.309794556802296,0.613351839810726
"REACTOME_SIGNALING_BY_PDGF",53,"Up",0.310369382903278,0.613351839810726
"REACTOME_SIALIC_ACID_METABOLISM",33,"Down",0.31044933203401,0.613351839810726
"REACTOME_PI_3K_CASCADE_FGFR3",18,"Up",0.311075861497907,0.613351839810726
"REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL",12,"Up",0.311643689357557,0.613351839810726
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE",30,"Up",0.312893253165635,0.613351839810726
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",19,"Down",0.312934681413743,0.613351839810726
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",16,"Up",0.313080978331643,0.613351839810726
"REACTOME_DAP12_SIGNALING",28,"Up",0.313283833325657,0.613351839810726
"REACTOME_SIGNALING_BY_GPCR",615,"Up",0.313395910182174,0.613351839810726
"REACTOME_PI_3K_CASCADE_FGFR1",21,"Up",0.314557372848286,0.613464615116824
"REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM",11,"Down",0.314675574487216,0.613464615116824
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",22,"Up",0.316111539872296,0.615069740371676
"REACTOME_LYSINE_CATABOLISM",12,"Up",0.317795534742138,0.617150322787441
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",204,"Up",0.319699482890265,0.619649190775726
"REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS",12,"Down",0.32249521340196,0.621915826799461
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION",23,"Up",0.322827330376242,0.621915826799461
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",47,"Up",0.322828069585288,0.621915826799461
"REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA",9,"Up",0.323672442306059,0.621915826799461
"REACTOME_THYROXINE_BIOSYNTHESIS",10,"Up",0.323966112964261,0.621915826799461
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",17,"Down",0.324704826359524,0.622144361956035
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",17,"Down",0.32724164146671,0.625575147751992
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",33,"Up",0.328262211036351,0.625575147751992
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION",12,"Down",0.328364644288147,0.625575147751992
"REACTOME_MRNA_CAPPING",28,"Down",0.330383463573682,0.627451608579224
"REACTOME_L1CAM_INTERACTIONS",64,"Up",0.330599502926703,0.627451608579224
"REACTOME_RHOBTB_GTPASE_CYCLE",34,"Down",0.332912039191475,0.630648466694794
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",24,"Down",0.334175675713946,0.631850053515635
"REACTOME_INTERLEUKIN_17_SIGNALING",58,"Up",0.336402043665914,0.63486400721913
"REACTOME_EGFR_DOWNREGULATION",31,"Up",0.337067197186289,0.634902252408591
"REACTOME_CA_DEPENDENT_EVENTS",27,"Up",0.337687054567916,0.634902252408591
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS",33,"Up",0.339828559045813,0.637542111655217
"REACTOME_INOSITOL_PHOSPHATE_METABOLISM",47,"Up",0.340361127337845,0.637542111655217
"REACTOME_SHC_MEDIATED_CASCADE_FGFR2",21,"Up",0.341899073549087,0.638251279435278
"REACTOME_CA2_ACTIVATED_K_CHANNELS",7,"Down",0.343432820511389,0.638251279435278
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING",38,"Up",0.344477076468484,0.638251279435278
"REACTOME_PREGNENOLONE_BIOSYNTHESIS",12,"Down",0.345293968955077,0.638251279435278
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",31,"Down",0.345439603114648,0.638251279435278
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION",11,"Up",0.345791704279031,0.638251279435278
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS",29,"Up",0.346025995625244,0.638251279435278
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS",9,"Down",0.346349300647243,0.638251279435278
"REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",23,"Down",0.346461102880704,0.638251279435278
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",77,"Down",0.34882908836498,0.641436638678461
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA",25,"Up",0.350522349745729,0.643371917997646
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS",22,"Up",0.352045426407717,0.644637855377846
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT",39,"Up",0.352496197811193,0.644637855377846
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING",21,"Up",0.353718312019953,0.644766469557032
"REACTOME_DIGESTION_OF_DIETARY_LIPID",6,"Down",0.353850921041758,0.644766469557032
"REACTOME_CELL_JUNCTION_ORGANIZATION",72,"Up",0.354721938975333,0.645182657121801
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS",73,"Down",0.35600956039269,0.646353704582751
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS",8,"Up",0.35763478397854,0.646521210703016
"REACTOME_FANCONI_ANEMIA_PATHWAY",36,"Down",0.357779206749637,0.646521210703016
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES",7,"Up",0.358448127653874,0.646521210703016
"REACTOME_FLT3_SIGNALING",29,"Up",0.358677603945797,0.646521210703016
"REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE",37,"Down",0.36114737856992,0.649806394416129
"REACTOME_REGULATION_OF_CDH11_FUNCTION",8,"Up",0.362037880536379,0.650243348941905
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",295,"Up",0.36604644373274,0.656268981263698
"REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS",9,"Down",0.367133531773204,0.65675123747837
"REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ",5,"Up",0.368276114038881,0.65675123747837
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX",5,"Up",0.368648653882433,0.65675123747837
"REACTOME_RHO_GTPASE_EFFECTORS",240,"Down",0.369752998639182,0.65675123747837
"REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",18,"Down",0.370957846678789,0.65675123747837
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1",11,"Up",0.37111050515655,0.65675123747837
"REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",252,"Up",0.371253035687296,0.65675123747837
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS",38,"Up",0.371613840977813,0.65675123747837
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES",32,"Up",0.372240101249981,0.65675123747837
"REACTOME_VLDL_ASSEMBLY",5,"Up",0.372890897613356,0.65675123747837
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",17,"Up",0.373541230289767,0.65675123747837
"REACTOME_GABA_B_RECEPTOR_ACTIVATION",43,"Up",0.375300044378714,0.65675123747837
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE",7,"Down",0.375902856856234,0.65675123747837
"REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA",10,"Up",0.375934338926144,0.65675123747837
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING",22,"Up",0.376500159129226,0.65675123747837
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",14,"Down",0.376781586441774,0.65675123747837
"REACTOME_ETHANOL_OXIDATION",9,"Down",0.378561244704234,0.657722926685602
"REACTOME_MRNA_EDITING_C_TO_U_CONVERSION",5,"Up",0.379267771457422,0.657722926685602
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING",19,"Up",0.379304357122474,0.657722926685602
"REACTOME_COLLAGEN_FORMATION",77,"Down",0.383391689436012,0.662897263778494
"REACTOME_MUSCLE_CONTRACTION",161,"Down",0.38360887475628,0.662897263778494
"REACTOME_REGULATION_OF_TP53_ACTIVITY",153,"Down",0.385476857107481,0.664052480236645
"REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",14,"Down",0.385600195197175,0.664052480236645
"REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS",258,"Up",0.388970877810317,0.667576045929273
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53",294,"Down",0.388976082538471,0.667576045929273
"REACTOME_SYNTHESIS_OF_PE",12,"Up",0.3906065629532,0.669230357005141
"REACTOME_RAB_GERANYLGERANYLATION",62,"Up",0.391342717311622,0.669349383613063
"REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES",13,"Up",0.397668212258687,0.678537376125892
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE",8,"Down",0.398978058405861,0.678537376125892
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX",12,"Down",0.39948554602704,0.678537376125892
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT",152,"Down",0.400243692299481,0.678537376125892
"REACTOME_CAM_PDE_1_ACTIVATION",6,"Up",0.400487889069116,0.678537376125892
"REACTOME_GLYCOSPHINGOLIPID_METABOLISM",43,"Down",0.400769585699855,0.678537376125892
"REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2",7,"Up",0.402085757842888,0.679619698441514
"REACTOME_METABOLISM_OF_NUCLEOTIDES",94,"Down",0.404137402976495,0.6805505181832
"REACTOME_EUKARYOTIC_TRANSLATION_TERMINATION",6,"Down",0.404633956081192,0.6805505181832
"REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION",11,"Up",0.40466997943762,0.6805505181832
"REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER",75,"Down",0.405417010038395,0.680666685750082
"REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS",8,"Down",0.406832077889321,0.681902180635857
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION",20,"Down",0.408559139059862,0.683655626026835
"REACTOME_P38MAPK_EVENTS",7,"Up",0.40941817639668,0.683953159903939
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR",24,"Up",0.410296397571838,0.68428169960486
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING",31,"Up",0.414107341323303,0.689103275226485
"REACTOME_MAP2K_AND_MAPK_ACTIVATION",39,"Up",0.415053886477302,0.689103275226485
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN",15,"Down",0.415246495529904,0.689103275226485
"REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS",6,"Up",0.418366254740563,0.693134851088326
"REACTOME_IRS_MEDIATED_SIGNALLING",39,"Up",0.422674914809976,0.699119628450109
"REACTOME_INTERLEUKIN_21_SIGNALING",6,"Up",0.423633063470492,0.699551966651931
"REACTOME_OTHER_INTERLEUKIN_SIGNALING",15,"Down",0.42599955126675,0.700971301472739
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION",6,"Up",0.426762329993929,0.700971301472739
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",122,"Down",0.428517339350455,0.700971301472739
"REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES",8,"Down",0.428671136682939,0.700971301472739
"REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI",17,"Up",0.429061131736541,0.700971301472739
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",58,"Up",0.429289458611985,0.700971301472739
"REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION",11,"Down",0.429379831081409,0.700971301472739
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA",17,"Up",0.430885350435846,0.701835909920345
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4",19,"Up",0.43130752631559,0.701835909920345
"REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",30,"Down",0.437090779070956,0.709129267081132
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",52,"Down",0.437202207493248,0.709129267081132
"REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS",16,"Up",0.440195176754845,0.711985796438693
"REACTOME_THE_NLRP3_INFLAMMASOME",10,"Down",0.440381652976522,0.711985796438693
"REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS",6,"Down",0.442124683980336,0.713654634592054
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",172,"Up",0.445420225963135,0.717820075227909
"REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING",5,"Up",0.448468677839731,0.721574603447259
"REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE",8,"Up",0.450164535374055,0.723144309624882
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS",10,"Up",0.45135303819854,0.723895288101173
"REACTOME_SULFIDE_OXIDATION_TO_SULFATE",5,"Up",0.452924641100537,0.724730753557781
"REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1",9,"Down",0.453317642663632,0.724730753557781
"REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS",14,"Down",0.456075834138785,0.726105841794884
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1",20,"Up",0.456394237966638,0.726105841794884
"REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION",53,"Down",0.4580040286306,0.726105841794884
"REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC",183,"Down",0.45875605061733,0.726105841794884
"REACTOME_PHASE_0_RAPID_DEPOLARISATION",8,"Down",0.458756959739332,0.726105841794884
"REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION",7,"Down",0.458965459319075,0.726105841794884
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",35,"Up",0.459240248545569,0.726105841794884
"REACTOME_COBALAMIN_CBL_METABOLISM",7,"Down",0.460276510024744,0.726600025259187
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1",54,"Up",0.46328985958488,0.729233473437605
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION",8,"Up",0.463397366586844,0.729233473437605
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR",19,"Up",0.465845756576773,0.731816462078557
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3",17,"Up",0.466496549532148,0.731816462078557
"REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R",6,"Up",0.470080717969854,0.735760456053591
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS",19,"Up",0.471091842686734,0.735760456053591
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM",15,"Up",0.471578864926237,0.735760456053591
"REACTOME_PROTEIN_HYDROXYLATION",18,"Down",0.471941965835172,0.735760456053591
"REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED",6,"Up",0.474342187375334,0.738134799268589
"REACTOME_ENDOGENOUS_STEROLS",27,"Up",0.474935338971622,0.738134799268589
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",13,"Up",0.477288857881149,0.738912247417805
"REACTOME_VLDL_CLEARANCE",5,"Up",0.478164101681074,0.738912247417805
"REACTOME_RA_BIOSYNTHESIS_PATHWAY",21,"Up",0.478453259856609,0.738912247417805
"REACTOME_SIGNALING_BY_CSF3_G_CSF",22,"Up",0.478643025163061,0.738912247417805
"REACTOME_STRIATED_MUSCLE_CONTRACTION",35,"Down",0.479155606074203,0.738912247417805
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY",14,"Up",0.47985137979722,0.738912247417805
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",5,"Up",0.485383379349001,0.743172303933215
"REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION",41,"Down",0.48567376622004,0.743172303933215
"REACTOME_SIGNALING_BY_FGFR2",61,"Up",0.485848226116517,0.743172303933215
"REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS",7,"Up",0.48625071835822,0.743172303933215
"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING",25,"Down",0.486329630725414,0.743172303933215
"REACTOME_PTK6_REGULATES_CELL_CYCLE",6,"Down",0.487169173409682,0.743172303933215
"REACTOME_SODIUM_PROTON_EXCHANGERS",9,"Up",0.487799350888435,0.743172303933215
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R",45,"Up",0.489028287453091,0.743915758489248
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA",17,"Down",0.49325981463677,0.747360334908031
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",27,"Up",0.494166786822516,0.747360334908031
"REACTOME_SPHINGOLIPID_METABOLISM",80,"Down",0.494532163006272,0.747360334908031
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",11,"Up",0.494555962957039,0.747360334908031
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES",7,"Down",0.495768999568155,0.747360334908031
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS",12,"Up",0.496381583824329,0.747360334908031
"REACTOME_MELANIN_BIOSYNTHESIS",5,"Up",0.496782395761759,0.747360334908031
"REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS",5,"Down",0.497446650068841,0.747360334908031
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",7,"Down",0.498047478755785,0.747360334908031
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION",22,"Up",0.498736478474483,0.747360334908031
"REACTOME_ACTIVATION_OF_G_PROTEIN_GATED_POTASSIUM_CHANNELS",29,"Up",0.499660081779035,0.747628497922729
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR",11,"Up",0.501486127884711,0.748350696728604
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",137,"Down",0.502784631814122,0.748350696728604
"REACTOME_PI3K_AKT_ACTIVATION",8,"Up",0.502852334678366,0.748350696728604
"REACTOME_RAP1_SIGNALLING",15,"Up",0.503736588655206,0.748350696728604
"REACTOME_METABOLISM_OF_STEROIDS",126,"Up",0.504113935202288,0.748350696728604
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN",18,"Down",0.50469967579483,0.748350696728604
"REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION",7,"Up",0.506507680932882,0.748350696728604
"REACTOME_RUNX3_REGULATES_WNT_SIGNALING",6,"Up",0.506845740254774,0.748350696728604
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS",6,"Up",0.506851069497461,0.748350696728604
"REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN",6,"Up",0.508371114464524,0.749492803116567
"REACTOME_MTORC1_MEDIATED_SIGNALLING",24,"Up",0.509238872061135,0.749671301392052
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS",22,"Up",0.511854544703556,0.752132378629587
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS",5,"Up",0.512408911337288,0.752132378629587
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION",260,"Down",0.514451375329169,0.753231241187785
"REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT",8,"Down",0.514657999456993,0.753231241187785
"REACTOME_CONJUGATION_OF_SALICYLATE_WITH_GLYCINE",5,"Down",0.516838198721471,0.753530574135863
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM",20,"Up",0.516839797680092,0.753530574135863
"REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS",10,"Down",0.517114109143038,0.753530574135863
"REACTOME_DUAL_INCISION_IN_TC_NER",63,"Down",0.518272364599086,0.754123846460119
"REACTOME_FERTILIZATION",25,"Up",0.520131604991841,0.755207843892482
"REACTOME_DUAL_INCISION_IN_GG_NER",40,"Down",0.520521741009559,0.755207843892482
"REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS",9,"Up",0.523442645262315,0.75800558710623
"REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER",27,"Down",0.524344168820178,0.75800558710623
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE",18,"Down",0.524715022947041,0.75800558710623
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",12,"Up",0.526837538762132,0.759402238698592
"REACTOME_GDP_FUCOSE_BIOSYNTHESIS",6,"Up",0.527668747491341,0.759402238698592
"REACTOME_METABOLISM",1722,"Down",0.528575029630576,0.759402238698592
"REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING",7,"Down",0.529190094888836,0.759402238698592
"REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE",12,"Down",0.529463712240055,0.759402238698592
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",22,"Down",0.531318745854473,0.760975778656049
"REACTOME_NUCLEOTIDE_EXCISION_REPAIR",107,"Down",0.532133160417684,0.761056542819594
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",13,"Up",0.535059581945449,0.764153371654667
"REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM",11,"Down",0.537341339539528,0.766322024002395
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",34,"Down",0.540413903965771,0.769590938059994
"REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION",6,"Up",0.541166536125852,0.769590938059994
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",6,"Down",0.542049510662849,0.769659288160773
"REACTOME_AMINO_ACID_CONJUGATION",6,"Down",0.542747784878314,0.769659288160773
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",19,"Down",0.544096263775319,0.77048328466914
"REACTOME_COENZYME_A_BIOSYNTHESIS",7,"Up",0.54703841544214,0.772803875053338
"REACTOME_G_PROTEIN_ACTIVATION",24,"Up",0.547774512064512,0.772803875053338
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE",23,"Down",0.548382372449751,0.772803875053338
"REACTOME_PROTEIN_REPAIR",6,"Up",0.548813907283894,0.772803875053338
"REACTOME_MET_PROMOTES_CELL_MOTILITY",32,"Down",0.553481707007306,0.778285201450049
"REACTOME_THE_PHOTOTRANSDUCTION_CASCADE",30,"Down",0.554958155697842,0.779269913735151
"REACTOME_GLYCOGEN_SYNTHESIS",6,"Up",0.5558181769043,0.779387499457985
"REACTOME_TRP_CHANNELS",28,"Up",0.560294938486573,0.784569202566972
"REACTOME_CELL_CELL_COMMUNICATION",92,"Up",0.563330358472261,0.787440943424833
"REACTOME_TRAIL_SIGNALING",5,"Up",0.564125292945863,0.787440943424833
"REACTOME_TRYPTOPHAN_CATABOLISM",11,"Up",0.565356850332223,0.787440943424833
"REACTOME_GLUCONEOGENESIS",35,"Down",0.565482988256279,0.787440943424833
"REACTOME_CS_DS_DEGRADATION",13,"Up",0.567255036658236,0.788814483109237
"REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA",9,"Down",0.570060609825154,0.791619436050422
